RNA	Complexity Score	Complexity Rank
AFF3	1.390149963462416	230
AC092667.1	1.390149963462416	231
MYB	1.3898670032890201	232
AC008514.1	1.3895057476508632	233
CD200R1	1.3892768961024782	234
LINC02872	1.3889342371883138	235
AC136621.1	1.3888995791919898	236
GPR12	1.3885380726136702	237
ZNF667-AS1	1.3885207334708523	238
ZNF667	1.3885207334708523	239
LINC01945	1.387554652789436	240
BMX	0.9522965109481123	241
TNXB	0.9522965109481123	242
CCL14	0.9522965109481123	243
HEPACAM	0.952051637621115	244
TMEM132C	0.951043630388558	245
ATOH8	0.9508033151103411	246
ADAM33	0.9471642183430856	247
LYVE1	0.9440279879021156	248
LINC02587	0.9426822701330853	249
ANGPT4	0.939938528347106	250
TRBV7-4	0.9371928288926951	251
TRGV10	0.9371354919707222	252
HNRNPA1P70	0.9362808287995918	253
TRAV1-2	0.936244235759562	254
OVCH2	0.93430339497961	255
TCEAL5	0.9332929744137725	256
MAB21L1	0.9317208879929861	257
MAMDC2	0.930404148898751	258
FCRL6	0.9302025204190874	259
AC087482.1	0.9290000534689897	260
BCL2A1	0.9284154362396495	261
IPCEF1	0.9278704866428011	262
CEROX1	0.9277237844558215	263
HCST	0.9273765427907121	264
RIPOR2	0.9273442461434731	265
TOX	0.927231643355605	266
VPREB3	0.9271808470919192	267
EMX2OS	0.9270525941543388	268
DNAJC12	0.926717684131949	269
C2orf88	0.9265903740510575	270
LRRC2	0.9261848335763958	271
ZNF454	0.926093184144614	272
CACNA2D2	0.9258821516479934	273
SLC22A3	0.9258595443785411	274
AC103760.1	0.9256605604495325	275
BLACAT1	0.9254862759008344	276
IL12RB2	0.9253742000559266	277
NKX1-2	0.9252296405341365	278
ABCA8	0.7104517050598833	279
FP325317.1	0.70973533462389	280
ITGA7	0.7093469742736935	281
ALDH1A2	0.7068937399916252	282
ABCA9	0.7064380188111401	283
CA4	0.7054909975437631	284
MYOC	0.7054243924451407	285
AQP7P1	0.7053624999775922	286
ALDH1L1-AS2	0.7053624999775922	287
ADH1A	0.7045559226104219	288
TRAV38-1	0.7033839114346152	289
CCL19	0.6995850863471745	290
MYOM1	0.6973375454987722	291
ASB2	0.6966327865674781	292
GZMH	0.696524762837076	293
SNORD114-20	0.6956046435662916	294
AC079598.4	0.6956046435662916	295
AC090386.2	0.6956046435662916	296
ADAMTS5	0.6951261619422995	297
PRSS33	0.6949772469780913	298
AC005682.1	0.694912605041689	299
SH2D2A	0.694124510919434	300
SLC17A7	0.563367442816912	301
TRAV24	0.5620399727448631	302
TRBV13	0.5620399727448631	303
P2RY10	0.5615837344376373	304
TRBV5-5	0.5613664718196616	305
AC009133.3	0.561232377144012	306
TRBV21-1	0.5609862421288861	307
GRIA4	0.558848657393985	308
SAMD5	0.5587668468660486	309
SCN4B	0.5580698273951656	310
LGALS2	0.5565951145051625	311
AC015712.4	0.5565239779558575	312
HPSE2	0.5561104156038651	313
FZD9	0.5559730865925718	314
IGF2BP2	0.5557910662375781	315
SIDT1	0.5557793380647905	316
GALNT15	0.5557491402183922	317
XPNPEP2	0.555556961548566	318
PTPRN2	0.5549538130867364	319
HSPB6	0.4701736894216448	320
HSD17B13	0.4683786020955808	321
TRBV15	0.468014075438438	322
FCRL5	0.4671436304499472	323
DNASE1L3	0.4652384608473417	324
ARHGAP20	0.4652126611156289	325
CLDN19	0.4651785362320468	326
CALHM6	0.4639445091031752	327
SOX8	0.46372360389701445	328
LINC02258	0.4633632100385954	329
AC129908.1	0.46335124669168654	330
ERBB4	0.46315465549133983	331
ZMYND10	0.46312831115755587	332
PPP1R14C	0.46291757136027184	333
PDE9A	0.4626638852735637	334
RARRES1	0.4626222709945566	335
EPHB6	0.46258855149432465	336
SCARA5	0.401553573896268	337
TRAV35	0.40078352637231623	338
TRAV19	0.40073861731529636	339
TRDV1	0.4006922235325116	340
AC004847.1	0.40054001034938835	341
CLEC4C	0.40053932892995087	342
TRAV8-1	0.40049253316942535	343
GPR174	0.4002128378175483	344
KCNA3	0.3997982610104324	345
PAK5	0.39840566888722395	346
PAMR1	0.398260770123375	347
AL161668.4	0.3973321905218618	348
LINC01198	0.3970365024105613	349
FCER2	0.39702072964383195	350
NRG2	0.39695947086153227	351
CNTNAP3	0.39684853931853675	352
AR	0.39684018072841415	353
HSD11B1	0.3967456568421956	354
PTH1R	0.39665937734996004	355
ITIH5	0.3517407399449218	356
CPA1	0.35146335893792074	357
MAP1LC3C	0.35139378867988996	358
CD300LG	0.35097804562003243	359
LRRN4CL	0.35037051221976523	360
TRAV13-2	0.35033336884938193	361
AC006369.1	0.35014872375747685	362
ECRG4	0.3488747780293549	363
LINC02384	0.347641565745102	364
SYNM	0.34757587989726135	365
TFF3	0.34746789888408264	366
LRRC46	0.34736740274642336	367
ART3	0.34736465252688	368
ID4	0.34697943993760694	369
CCDC170	0.34693590546872016	370
CAVIN2	0.31240989204094377	371
LINC02884	0.312292915084553	372
LINC02237	0.3117692228479917	373
CLNK	0.3112291771888806	374
VEGFD	0.31084636080961386	375
LINC02422	0.31055865197557736	376
AC093535.2	0.30950429078688513	377
ADGRD2	0.30940511085761974	378
TSHZ2	0.3093982816351708	379
DRAIC	0.3088268855172641	380
CYCSP30	0.30870392144395603	381
DNALI1	0.3086962273609392	382
TMEM71	0.3083778495022377	383
TRBV14	0.27996556405331613	384
CD8B	0.27981482552389364	385
XCR1	0.27979910310992584	386
POU2AF1	0.2797464434633101	387
IL21	0.27934019415995326	388
TBC1D27P	0.27933926782655233	389
AC097713.1	0.2784729621959989	390
B3GALT1	0.27844846516517774	391
SRPX	0.27801031013336147	392
NCF1C	0.2779562215846798	393
AOC3	0.25475114105572666	394
ZNF80	0.25436822727304936	395
TRBJ2-1	0.25428417953458843	396
APOBEC3H	0.254039441297853	397
ITM2A	0.2532203399773399	398
TSLP	0.2528190957049237	399
C8orf88	0.2528183631637496	400
CT62	0.2526175513245725	401
FSIP1	0.2525132975823175	402
TRPM6	0.2524786652668632	403
NDUFB4P11	0.25238041159492824	404
STX11	0.25234693694485566	405
LINC01537	0.2334342106788587	406
FOXP3	0.2328971720932274	407
TNFRSF13B	0.2328851618329929	408
TCEAL7	0.23196680363702635	409
PCARE	0.23146438264522903	410
TRBV4-1	0.2151539095095328	411
STAP1	0.21512908491442737	412
CCR4	0.21503765430464086	413
CORO2B	0.21502092498868325	414
TNFRSF9	0.214452009503316	415
NKAPL	0.21382206745082719	416
CFAP99	0.21370217465528607	417
KIRREL3-AS1	0.21368380605206255	418
AC107959.1	0.21354183995798684	419
GATA3-AS1	0.21346135662152962	420
TRBV24-1	0.1996780402184454	421
LINC01934	0.19966872051935444	422
LAMP3	0.19858187327957458	423
GABRP	0.1985275099643912	424
CNKSR2	0.19836647945064906	425
FAM30A	0.18604955830034695	426
IDO1	0.18568484120211107	427
THSD4	0.1851895238101528	428
ABCD2	0.18508423327085796	429
NPR1	0.17474881943811152	430
OR2I1P	0.1745884613394961	431
CARMN	0.17390672640527932	432
CLEC10A	0.17373750005012875	433
FHL1	0.16436214084500636	434
TRAV10	0.1643499487369811	435
TRAV5	0.164342709748499	436
IL7R	0.16410242747540588	437
AC015911.3	0.16393834235731256	438
LINC02613	0.1634924965911884	439
DEGS2	0.16341440016558198	440
LINC01354	0.1633823243429235	441
SLC6A2	0.16335860894461735	442
TRAV23DV6	0.15519583260046044	443
TRAV6	0.15518728811753385	444
TRAV25	0.15517804908212549	445
KLHL29	0.15444938639825317	446
IL2RA	0.15441585702609828	447
PDE2A	0.14705106519974312	448
XCL2	0.14700527426304616	449
CCR2	0.1468780666022902	450
RASGEF1C	0.1462476897641468	451
GPM6B	0.14622689898080274	452
PAX5	0.13946693453719425	453
TMIGD2	0.13935747139386592	454
LINC02487	0.13881182704848583	455
AL031846.1	0.1329830663168535	456
TRAV22	0.1329615669984332	457
TRBJ2-7	0.13291780780681944	458
GPR18	0.1328761677909374	459
LINC01781	0.13274806209082646	460
GVINP1	0.13255956139813477	461
LINC00393	0.1321829053542289	462
TRBV7-6	0.12696222845820274	463
TRBV27	0.12690172517149312	464
TRAV20	0.1268872110774469	465
LINC01857	0.12687107289196758	466
AGR2	0.12628137297447262	467
UGT8	0.12626195523555267	468
TRAV14DV4	0.12139463792671963	469
PNOC	0.12109183282414124	470
LINC00892	0.1162959239332473	471
CTSW	0.11625400784443116	472
AC134043.3	0.11619186462984837	473
IFNG	0.11617995985644744	474
NUGGC	0.11614608628798032	475
LINC02446	0.11162263748678965	476
LINC02084	0.11160517575516544	477
NIBAN3	0.11151094181380251	478
ADAMTS9-AS2	0.11121872311141091	479
OCA2	0.11109987492030803	480
CD226	0.1073333467432512	481
SSTR3	0.10733292027831524	482
SLFN12L	0.10715278180521758	483
MEI1	0.10715181921529206	484
C10orf90	0.10683539104497697	485
MIA	0.10683260513539235	486
IKZF3	0.10331809842807088	487
FCRL1	0.10327028076296926	488
GRAP2	0.10326654672940955	489
BANK1	0.10286166981225534	490
KCNJ11	0.10285924928304975	491
LAX1	0.0996432298538278	492
AL365361.1	0.09963908332349397	493
CD79B	0.09936393895030964	494
TRBV4-2	0.09297459910920543	495
LEMD1	0.09256625513149029	496
FASLG	0.08996390918272339	497
TRAV36DV7	0.08995863765537028	498
KLRB1	0.08972097664144824	499
CASC8	0.08957132432614451	500
C5AR2	0.08956325762127314	501
DMD	0.0895325632339877	502
IL12B	0.087141279696952	503
VGLL1	0.08678022544060689	504
THEMIS	0.08452446087733582	505
SLAMF8	0.08172387304767864	506
LINC02202	0.07955435605240549	507
CA12	0.07934455446006658	508
ARHGEF4	0.07931764436517078	509
CXCL9	0.07743309022204448	510
EPHB1	0.07715506615134633	511
TRAV27	0.07336734589906563	512
TRBV12-3	0.07335621097847414	513
CRYAB	0.07306075386762892	514
PLA2G4A	0.0730418418422962	515
TRAV12-1	0.07149507168951798	516
CD28	0.07127910314762585	517
CHODL	0.07119796756175607	518
PRKCQ-AS1	0.06936398957912783	519
TRAV3	0.06798974965551693	520
IL2RB	0.0663342394068669	521
TRBV9	0.06482069367861519	522
SLC44A4	0.06310981785416651	523
GIMAP5	0.060356107730833636	524
GZMM	0.05928320202966747	525
LTB	0.05925164080352404	526
LINC00528	0.05796710797249406	527
TRBV11-2	0.056865551943988346	528
FCRL2	0.05682213674327276	529
TREML2	0.056798248552423734	530
NCF1B	0.056688143128572475	531
PRDM8	0.05662913590093752	532
CD244	0.05344044018699659	533
FTH1P22	0.05256629131270507	534
AL590764.1	0.05245102690774345	535
LINC00092	0.05238030411129224	536
ITGB7	0.05154960489818393	537
LINC00996	0.05062715323121815	538
CD79A	0.04971419279188659	539
AGR3	0.049576922160898956	540
TRAV17	0.048866154418650304	541
LINC00402	0.04885304910578064	542
TRABD2A	0.048688243404642756	543
AL096816.1	0.048019914682567305	544
TRBV12-4	0.04720851426602187	545
TRAV16	0.04720266981879964	546
TRAV8-4	0.04642202456614044	547
PPP1R16B	0.04626657785738095	548
S100B	0.04626410065474714	549
TRAV26-1	0.045641428125703744	550
CD8A	0.04491658484830367	551
TRBV5-6	0.044913385767564096	552
PRKCQ	0.04414771599117804	553
TRAV21	0.04351378621700371	554
TRBV10-3	0.043512284048919145	555
CXCR5	0.043486765882799684	556
PSAT1	0.04337277811062655	557
ITPRIPL1	0.043357464400324335	558
TRAV12-2	0.042842747214316426	559
LINC02273	0.04284114070621518	560
IL21R	0.042149932287004144	561
MS4A1	0.04155591223913121	562
C11orf21	0.041541705636707164	563
TTYH1	0.04143437691247675	564
ZBED2	0.0409214477221826	565
PLAC8	0.04033223358192979	566
TRAV2	0.03976954145637082	567
LINC01281	0.038641967747914646	568
PTX3	0.03855342111685811	569
TRAV4	0.03813650786499964	570
HLA-DOB	0.03808617641265349	571
TRAV41	0.03761370970144779	572
MIR155HG	0.037586092395918334	573
SOX9-AS1	0.03751812631595064	574
TBC1D10C	0.036618142762016595	575
TRAV8-3	0.03568450647395397	576
LINC00504	0.03558888780383037	577
TRAV8-2	0.03523828808778485	578
SLAMF7	0.0352327445776473	579
TRBV6-1	0.035232175323821925	580
TRBV6-6	0.03523146789683008	581
SPIB	0.03521331790952783	582
CNR2	0.03478339686277446	583
TRAV13-1	0.03435893761883285	584
TRBV6-5	0.03394462509340919	585
TRBV5-4	0.033530945342652246	586
TRBV3-1	0.03313441964207274	587
TRAV9-2	0.0331289661764903	588
TRBV29-1	0.032743039181737765	589
TRAV8-6	0.031989729384086694	590
TNFSF14	0.03194984126356483	591
SELL	0.0312606664491326	592
GBP5	0.031252016413718366	593
GZMK	0.030917842282584738	594
MPP6	0.030499915238811993	595
FUT7	0.029894988454170716	596
TRBV2	0.0296030768183779	597
IL18RAP	0.029580294812245864	598
CD40LG	0.029286195937112604	599
NCF1	0.02924272747851247	600
ROPN1B	0.028916544014060217	601
TTC6	0.02891462923008216	602
ROCR	0.028621443431653272	603
AC004585.1	0.02838215840325736	604
IRF4	0.02780304604907271	605
TRAV12-3	0.02754652230462996	606
PARP15	0.027538682973824176	607
STAT4	0.027517281576080643	608
AC007255.1	0.02694909343421133	609
TRBV18	0.026493917013926133	610
CD38	0.025990387915579748	611
TTC24	0.025990216223723626	612
TRBV7-9	0.025758565179919986	613
CXCR6	0.02575712405746453	614
CCR5	0.02482861326858448	615
SCML4	0.024614826216854502	616
POLR2F	0.024566886611729576	617
B3GNT5	0.02456255310449814	618
TESPA1	0.023769481690421392	619
FOXCUT	0.02352232304856778	620
FCRLA	0.022980551852147656	621
TCL1A	0.022606709592727186	622
SAMD3	0.022247068950852565	623
AIM2	0.021880145018071003	624
TRBV19	0.021725585127770616	625
CD7	0.020905058223609718	626
EOMES	0.02000306699201018	627
L3MBTL4	0.019968586776590847	628
TRBV5-1	0.019861582559184028	629
PLA2G2D	0.01986087990843608	630
CD52	0.019718790277934342	631
PSTPIP1	0.019705279873847195	632
LINC00861	0.01958063949220576	633
CCL5	0.019042626457485366	634
EGFR	0.019007312413584134	635
CST7	0.01865630175153538	636
GPR171	0.018535210384044345	637
ESR1	0.018502243930187328	638
PDCD1	0.01804845397428492	639
TRAT1	0.01793603550630491	640
ICOS	0.017932410764900025	641
JAML	0.01770021699161004	642
CTLA4	0.017371568452226465	643
CRTAM	0.017159996268115155	644
ST8SIA1	0.016819129643312777	645
TAF5LP1	0.016743501472543262	646
SFRP1	0.016620259375467777	647
CD3G	0.01625553260759461	648
TNFRSF8	0.016229604273743946	649
GFI1	0.016067152220944302	650
HAPLN3	0.01594861000232922	651
TRBC2	0.015883341873170236	652
DOK2	0.015598396818013924	653
ZNF831	0.015527603015074689	654
CXCR3	0.015526925148409861	655
LINC01215	0.01502406872573775	656
GZMA	0.014325026805447685	657
CD96	0.014179013459998417	658
ITK	0.014035815129851675	659
TRBC1	0.01396547019147697	660
CD19	0.013963029837396067	661
LTA	0.01389324548224842	662
SNHG26	0.013874909327014738	663
CCR7	0.01382549994390785	664
GZMB	0.013754303560316202	665
TIGIT	0.013620495593007792	666
CD2	0.013490059216076624	667
FCRL3	0.013360196070506923	668
ZAP70	0.01335963104750274	669
TRBV20-1	0.013232956906825789	670
CD27	0.012924088541579372	671
SRSF12	0.0124459952581661	672
TIFAB	0.012080259736208939	673
MID1	0.012012884927494524	674
LINC00426	0.01192495678432724	675
PRKCB	0.011873223692736875	676
MLPH	0.011809829647221102	677
SH2D1A	0.011386808536074086	678
CD5	0.01138672800326476	679
PYHIN1	0.011386594273726123	680
TRG-AS1	0.011340160295624123	681
CD3E	0.011294309999447064	682
UBASH3A	0.011294214376339717	683
CD6	0.011293325212144137	684
LINC02188	0.011236906140951202	685
NKG7	0.011112825925498629	686
S1PR4	0.011024664036045377	687
LY9	0.010938084476641519	688
TRBV28	0.010810060860299916	689
PRR15	0.010798986858504953	690
CD3D	0.009850733040322406	691
BCL11A	0.009840870032834157	692
SIRPG	0.009712562983648605	693
C16orf54	0.009644325389377534	694
ROPN1	0.009504472229330303	695
FOXA1	0.009439498525765323	696
AC243960.1	0.009228106985386954	697
ICAM3	0.009167380668364169	698
CD247	0.009107102899837245	699
NCR3	0.00907715838340665	700
PRF1	0.009076171084781755	701
IL12RB1	0.008930277282912997	702
SLA2	0.008873972151078172	703
SP140	0.008873230509893243	704
SLAMF1	0.008679825889223333	705
BTLA	0.008652620201690624	706
SLAMF6	0.007823228175745597	707
STAC	0.007644453748852044	708
SIT1	0.00752607481345846	709
PTPN7	0.007307608030597847	710
TBX21	0.007138816027110159	711
SNX20	0.00713824393381234	712
RGMA	0.007133544770915878	713
IL2RG	0.007012346890667159	714
FOXC1	0.004663621494567429	715
