cg03221247	cg02300906	1.0
cg09007161	cg04477203	1.0
cg09007161	cg04663790	1.0
cg15075267	cg03221247	1.0
cg21595503	cg09007161	1.0
cg24882097	cg20961591	1.0
cg15195538	cg03062564	1.0
cg15195538	cg07550334	1.0
cg15195538	cg07882171	1.0
cg15195538	cg11941546	1.0
cg09219721	cg03062564	1.0
cg09219721	cg07550334	1.0
cg09219721	cg07882171	1.0
cg09219721	cg07941301	1.0
cg09219721	cg08845439	1.0
cg15348640	cg01369406	1.0
cg15348640	cg01580613	1.0
cg15348640	cg03221247	1.0
cg15348640	cg06952752	1.0
cg15348640	cg07550334	2.0
cg15348640	cg14902356	1.0
cg21964551	cg20961591	1.0
cg06387204	cg01369406	1.0
cg06387204	cg03221247	1.0
cg25204440	cg02829783	1.0
cg25204440	cg09007161	1.0
cg25204440	cg09219721	1.0
cg25204440	cg10547729	1.0
cg25204440	cg11081186	1.0
cg25204440	cg15195538	1.0
cg25204440	cg16493531	1.0
cg25204440	cg19982129	1.0
cg25204440	cg24107988	1.0
cg12658982	cg07550334	1.0
cg12658982	cg07882171	1.0
cg18904891	cg01369406	1.0
cg18904891	cg06952752	1.0
cg18904891	cg14902356	1.0
cg25555279	cg07882171	2.0
cg25555279	cg19427757	1.0
cg06788816	cg03221247	1.0
cg25604326	cg03221247	1.0
cg25604326	cg19337852	1.0
cg01369406	cg00146096	1.0
cg01369406	cg00455450	1.0
cg06952752	cg00146096	1.0
cg06952752	cg00455450	1.0
cg06952752	cg01971269	1.0
cg06952752	cg02300906	1.0
cg06952752	cg05869119	1.0
cg06952752	cg06387204	1.0
cg13249593	cg00332212	1.0
cg13249593	cg01369406	1.0
cg13249593	cg01580613	1.0
cg13249593	cg03221247	1.0
cg13249593	cg06952752	1.0
cg19337852	cg04663790	1.0
cg19337852	cg15195538	1.0
cg19427757	cg02665570	1.0
cg19427757	cg02829783	1.0
cg19427757	cg04477203	1.0
cg19427757	cg05428298	1.0
cg19427757	cg09219721	1.0
cg19427757	cg10089145	1.0
cg19427757	cg10547729	1.0
cg19427757	cg11081186	1.0
cg19427757	cg12658982	1.0
cg19427757	cg15195538	1.0
cg19427757	cg17155167	1.0
cg19427757	cg17635953	1.0
cg07075840	cg04477203	1.0
cg01580613	cg00146096	1.0
cg19513868	cg07550334	1.0
cg10154122	cg01369406	1.0
cg10154122	cg01580613	1.0
cg10154122	cg03221247	1.0
cg19634213	cg00146096	1.0
cg19634213	cg02300906	1.0
cg19634213	cg05869119	1.0
cg19634213	cg07789559	1.0
cg19634213	cg10154122	1.0
cg19634213	cg11500391	1.0
cg19634213	cg13249593	1.0
cg19634213	cg15075267	1.0
cg19634213	cg15348640	1.0
cg16648355	cg09219721	1.0
cg16648355	cg10547729	1.0
cg16648355	cg11081186	1.0
cg10547729	cg03062564	1.0
cg10547729	cg04663790	1.0
cg10547729	cg05869119	1.0
cg10547729	cg07075840	1.0
cg10547729	cg07550334	1.0
cg10547729	cg07882171	1.0
cg10547729	cg07941301	1.0
cg10547729	cg08845439	1.0
cg07550334	cg02829783	1.0
cg07550334	cg05428298	1.0
cg10599693	cg01369406	1.0
cg10599693	cg01580613	1.0
cg10599693	cg03221247	1.0
cg01971269	cg01369406	1.0
cg01971269	cg01580613	1.0
cg19982129	cg02829783	1.0
cg19982129	cg03062564	1.0
cg19982129	cg04306050	1.0
cg19982129	cg04477203	1.0
cg19982129	cg04663790	1.0
cg19982129	cg05428298	1.0
cg19982129	cg07075840	1.0
cg19982129	cg08845439	1.0
cg19982129	cg09007161	1.0
cg19982129	cg09219721	1.0
cg19982129	cg10089145	1.0
cg19982129	cg10599693	1.0
cg19982129	cg11081186	1.0
cg19982129	cg12658982	1.0
cg19982129	cg13770088	1.0
cg19982129	cg15195538	1.0
cg19982129	cg17635953	1.0
cg13830163	cg03221247	1.0
cg23561934	cg01369406	1.0
cg23561934	cg01580613	1.0
cg23561934	cg03221247	1.0
cg23561934	cg06952752	1.0
cg23561934	cg09219721	1.0
cg23561934	cg10547729	1.0
cg23561934	cg11081186	1.0
cg23561934	cg14902356	1.0
cg23561934	cg19634213	1.0
cg23561934	cg19982129	1.0
cg23561934	cg20961591	1.0
cg07789559	cg00332212	1.0
cg07789559	cg01369406	1.0
cg07789559	cg01580613	1.0
cg07789559	cg03221247	1.0
cg07882171	cg01369406	1.0
cg07882171	cg01580613	1.0
cg07882171	cg02665570	2.0
cg07882171	cg02829783	1.0
cg07882171	cg05428298	1.0
cg07882171	cg06952752	1.0
cg17075538	cg03221247	1.0
cg02300906	cg01369406	1.0
cg02300906	cg01580613	1.0
cg23707230	cg03221247	1.0
cg23707230	cg19634213	1.0
cg23707230	cg20961591	1.0
cg11081186	cg03062564	1.0
cg11081186	cg07550334	1.0
cg11081186	cg07882171	1.0
cg11081186	cg07941301	1.0
cg11081186	cg08845439	1.0
cg11081186	cg08857039	1.0
cg11081186	cg10599693	1.0
cg27084903	cg00146096	1.0
cg27084903	cg00455450	1.0
cg27084903	cg01573732	1.0
cg27084903	cg01971269	1.0
cg27084903	cg02300906	1.0
cg27084903	cg05869119	1.0
cg27084903	cg06387204	1.0
cg27084903	cg06788816	1.0
cg27084903	cg07158434	1.0
cg27084903	cg07789559	1.0
cg27084903	cg07882171	1.0
cg27084903	cg08857039	1.0
cg27084903	cg09016639	1.0
cg27084903	cg10154122	1.0
cg27084903	cg10599693	1.0
cg27084903	cg11500391	1.0
cg27084903	cg13249593	1.0
cg27084903	cg13673837	1.0
cg27084903	cg13830163	1.0
cg27084903	cg15075267	1.0
cg27084903	cg15348640	1.0
cg27084903	cg16717099	1.0
cg27084903	cg17075538	1.0
cg27084903	cg17553885	1.0
cg27084903	cg18904891	1.0
cg27084903	cg20819191	1.0
cg27084903	cg21964551	1.0
cg27084903	cg23561934	1.0
cg27084903	cg23707230	1.0
cg05294936	cg05040441	1.0
